link,物件名,date,販売価格,所在地,沿線・駅,専有面積,間取り,バルコニー,築年月
/ms/chuko/tokyo/sc_arakawa/nc_77907074/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩8分,65.05m2,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_79057967/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４-20-1,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（19.67坪）（壁芯）,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_78440896/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（壁芯）,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_77900853/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（壁芯）,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_79091283/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４-20-1,ＪＲ京浜東北線「鶯谷」徒歩8分,65.05m2（19.67坪）（壁芯）,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_79081835/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩8分,65.05m2,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_78069914/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（壁芯）,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_77867118/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩9分,61.37m2（18.56坪）（登記）,3LDK,-,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_78633217/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４-20-1,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（19.67坪）（壁芯）,3LDK,7.38m2,1995年5月
/ms/chuko/tokyo/sc_arakawa/nc_77989095/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩8分,65.05m2,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_78371430/,コスモガーデン日暮里,2026-01-05,5699万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（壁芯）,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_78173412/,コスモガーデン日暮里,2026-01-05,5699万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（19.67坪）（壁芯）,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_78764139/,ヴァースクレイシアＩＤＺ町屋,2026-01-05,5880万円,東京都荒川区町屋６,東京メトロ千代田線「町屋」徒歩13分,56.87m2（17.20坪）,2LDK,11.66m2,2023年10月
/ms/chuko/tokyo/sc_arakawa/nc_78895713/,ライオンズマンション日暮里駅前,2026-01-05,5980万円,東京都荒川区東日暮里５,ＪＲ山手線「日暮里」徒歩1分,60.76m2（壁芯）,2LDK,-,1983年12月
/ms/chuko/tokyo/sc_arakawa/nc_78974954/,東急ドエル・アルス千住,2026-01-05,5990万円,東京都荒川区南千住７-２３-２,ＪＲ常磐線「南千住」徒歩8分,76.81m2（23.23坪）（壁芯）,3LDK,11.48m2,1987年7月
/ms/chuko/tokyo/sc_arakawa/nc_79023513/,東急ドエル・アルス千住,2026-01-05,5990万円,東京都荒川区南千住７,ＪＲ常磐線「南千住」徒歩8分,76.81m2（壁芯）,3LDK,11.48m2,1987年7月
/ms/chuko/tokyo/sc_arakawa/nc_78971979/,東急ドエル・アルス千住,2026-01-05,5990万円,東京都荒川区南千住７,東京メトロ日比谷線「南千住」徒歩8分,76.81m2（23.23坪）（壁芯）,3LDK+2S（納戸）,11.48m2,1987年7月
/ms/chuko/tokyo/sc_arakawa/nc_78020637/,コスモガーデン日暮里,2026-01-05,5998万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（壁芯）,3LDK,7.38m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_77933707/,ＳＱＵＡＲＥ　ＣＩＴＹ　ＭＩＮＯＷＡ,2026-01-05,5998万円,東京都荒川区荒川１,東京メトロ日比谷線「三ノ輪」徒歩10分,51.62m2（15.61坪）（壁芯）,2LDK,7.29m2,2021年6月
/ms/chuko/tokyo/sc_arakawa/nc_79131828/,クレア田端プレミアレジデンス,2026-01-05,5999万円,東京都荒川区東尾久３,都電荒川線「熊野前」徒歩5分,53.64m2,2LDK,17.44m2,2014年6月
/ms/chuko/tokyo/sc_arakawa/nc_78771391/,ＳＱＵＡＲＥ　ＣＩＴＹ　ＭＩＮＯＷＡ,2026-01-05,6150万円,東京都荒川区荒川１,東京メトロ日比谷線「三ノ輪」徒歩10分,51.62m2（15.61坪）（壁芯）,2LDK,7.29m2,2021年6月
/ms/chuko/tokyo/sc_arakawa/nc_78961566/,秀和日暮里レジデンス,2026-01-05,6180万円,東京都荒川区東日暮里６,ＪＲ山手線「日暮里」徒歩7分,55.86m2（壁芯）,2LDK,-,1983年4月
/ms/chuko/tokyo/sc_arakawa/nc_78990856/,秀和日暮里レジデンス,2026-01-05,6180万円,東京都荒川区東日暮里６,ＪＲ山手線「日暮里」徒歩7分,55.86m2（壁芯）,2LDK,8m2,1983年4月
/ms/chuko/tokyo/sc_arakawa/nc_78918739/,秀和日暮里レジデンス,2026-01-05,6180万円,東京都荒川区東日暮里６,ＪＲ山手線「西日暮里」徒歩7分,55.86m2（16.89坪）（壁芯）,2LDK,-,1983年4月
/ms/chuko/tokyo/sc_arakawa/nc_78987222/,シーアイマンション日暮里,2026-01-05,6290万円,東京都荒川区東日暮里３,ＪＲ山手線「日暮里」徒歩11分,55.22m2（壁芯）,2LDK,6.65m2,1995年2月
/ms/chuko/tokyo/sc_arakawa/nc_78986500/,シーアイマンション日暮里,2026-01-05,6290万円,東京都荒川区東日暮里３,ＪＲ山手線「日暮里」徒歩11分,55.22m2（16.70坪）（壁芯）,2LDK,6.65m2,1995年2月
/ms/chuko/tokyo/sc_arakawa/nc_79056611/,ライオンズマンション町屋第三,2026-01-05,6380万円,東京都荒川区荒川４-37-5,東京メトロ千代田線「町屋」徒歩8分,64.47m2（19.50坪）,2LDK+S（納戸）,-,1997年9月
/ms/chuko/tokyo/sc_arakawa/nc_78687206/,ライオンズマンション町屋第三,2026-01-05,6380万円,東京都荒川区荒川４,東京メトロ千代田線「町屋」徒歩4分,64.47m2（壁芯）,2LDK+S（納戸）,7.98m2,1997年9月
/ms/chuko/tokyo/sc_arakawa/nc_79004988/,ライオンズマンション町屋第3,2026-01-05,6380万円,東京都荒川区荒川４,東京メトロ千代田線「町屋」徒歩4分,64.47m2（壁芯）,3LDK,7.98m2,1997年9月
/ms/chuko/tokyo/sc_arakawa/nc_78756557/,オープンレジデンシア東京尾久,2026-01-05,6380万円,東京都荒川区西尾久５,ＪＲ高崎線「尾久」徒歩5分,49.89m2（15.09坪）（壁芯）,2LDK,5.63m2,2023年1月
/ms/chuko/tokyo/sc_arakawa/nc_78779144/,プレシス田端　ブラン,2026-01-05,6480万円,東京都荒川区西尾久４,ＪＲ高崎線「尾久」徒歩6分,56.7m2（17.15坪）（壁芯）,2LDK,11.1m2,2018年11月
/ms/chuko/tokyo/sc_arakawa/nc_78696531/,ルフォン町屋ブランシエラ,2026-01-05,6480万円,東京都荒川区東尾久６,都電荒川線「東尾久三丁目」徒歩1分,66.06m2（壁芯）,3LDK,9.24m2,2014年8月
/ms/chuko/tokyo/sc_arakawa/nc_79133816/,ウィルローズ三ノ輪,2026-01-05,6498万円,東京都荒川区南千住２,東京メトロ日比谷線「三ノ輪」徒歩4分,56.68m2（壁芯）,2LDK,14.27m2,2006年6月
/ms/chuko/tokyo/sc_arakawa/nc_79070829/,ウィルローズ三ノ輪,2026-01-05,6498万円,東京都荒川区南千住２,東京メトロ日比谷線「三ノ輪」徒歩4分,56.68m2（17.14坪）（壁芯）,2LDK,14.27m2,2006年6月
/ms/chuko/tokyo/sc_arakawa/nc_78358781/,ウィルローズ三ノ輪,2026-01-05,6498万円,東京都荒川区南千住２,東京メトロ日比谷線「三ノ輪」徒歩5分,56.68m2（壁芯）,2LDK,14.27m2,2006年6月
/ms/chuko/tokyo/sc_arakawa/nc_78250866/,ルフォン町屋ブランシエラ,2026-01-05,6499万円,東京都荒川区東尾久６,都電荒川線「東尾久三丁目」徒歩1分,66.06m2（壁芯）,3LDK,9.24m2,2014年2月
/ms/chuko/tokyo/sc_arakawa/nc_78916140/,ラ・グラース日暮里,2026-01-05,6599万円,東京都荒川区東日暮里４-36-27,ＪＲ山手線「鶯谷」徒歩6分,54.28m2（16.41坪）（壁芯）,2LDK,5.56m2,2018年3月
/ms/chuko/tokyo/sc_arakawa/nc_78906498/,ラ・グラース日暮里,2026-01-05,6599万円,東京都荒川区東日暮里４-36-27,ＪＲ山手線「鶯谷」徒歩6分,54.28m2（16.41坪）（壁芯）,2LDK,5.56m2,2018年3月
/ms/chuko/tokyo/sc_arakawa/nc_78373896/,レジデンシャルステートタワー南千住,2026-01-05,6780万円,東京都荒川区南千住３,東京メトロ日比谷線「南千住」徒歩4分,60.66m2（18.34坪）（壁芯）,3LDK,3.58m2,2008年5月
/ms/chuko/tokyo/sc_arakawa/nc_78698652/,レジデンシャルステートタワー南千住,2026-01-05,6780万円,東京都荒川区南千住３,東京メトロ日比谷線「南千住」徒歩4分,60.66m2（壁芯）,3LDK,3.58m2,2008年5月
/ms/chuko/tokyo/sc_arakawa/nc_78412645/,レジデンシャルステートタワー南千住,2026-01-05,6780万円,東京都荒川区南千住３,東京メトロ日比谷線「南千住」徒歩4分,60.66m2（壁芯）,3LDK,3.58m2,2008年5月
/ms/chuko/tokyo/sc_arakawa/nc_77918937/,レジデンシャルステートタワー南千住,2026-01-05,6780万円,東京都荒川区南千住３,東京メトロ日比谷線「南千住」徒歩4分,60.66m2（壁芯）,3LDK,3.58m2,2008年5月
/ms/chuko/tokyo/sc_arakawa/nc_78897799/,エクセレントシティ南千住ブルーム,2026-01-05,6780万円,東京都荒川区南千住７,ＪＲ常磐線「南千住」徒歩7分,54.9m2（16.60坪）（壁芯）,2LDK,7.43m2,2022年2月
