link,物件名,date,販売価格,所在地,沿線・駅,専有面積,間取り,バルコニー,築年月
/ms/chuko/tokyo/sc_itabashi/nc_78616045/,サンリヤン成増アーバンステージ,2026-01-05,6980万円,東京都板橋区成増２,東武東上線「成増」徒歩10分,65.35m2（壁芯）,3LDK,10.92m2,2019年7月
/ms/chuko/tokyo/sc_itabashi/nc_79077394/,ルイシャトレ大山,2026-01-05,6980万円,東京都板橋区大山金井町,東武東上線「大山」徒歩5分,62.05m2（壁芯）,3LDK,19.83m2,1998年8月
/ms/chuko/tokyo/sc_itabashi/nc_78484581/,ライオンズマンション城北中央公園,2026-01-05,7100万円,東京都板橋区小茂根３,東京メトロ有楽町線「小竹向原」徒歩13分,75.42m2（壁芯）,3LDK,13.1m2,2005年1月
/ms/chuko/tokyo/sc_itabashi/nc_77641908/,リビオ板橋駅前,2026-01-05,7180万円,東京都板橋区板橋１,ＪＲ埼京線「板橋」徒歩2分,43.81m2（壁芯）,1LDK,-,2017年2月
/ms/chuko/tokyo/sc_itabashi/nc_78947701/,クリオ上板橋弐番館,2026-01-05,7180万円,東京都板橋区上板橋２,東武東上線「上板橋」徒歩7分,80.21m2（壁芯）,3LDK,13.29m2,2001年5月
/ms/chuko/tokyo/sc_itabashi/nc_79044105/,板橋仲宿パークホームズ,2026-01-05,7280万円,東京都板橋区仲宿,都営三田線「板橋区役所前」徒歩6分,71.78m2（壁芯）,3LDK,9.53m2,2000年2月
/ms/chuko/tokyo/sc_itabashi/nc_78792355/,シティハイツ大山,2026-01-05,7580万円,東京都板橋区中丸町47-11,東武東上線「大山」徒歩8分,108.73m2（32.89坪）（壁芯）,4LDK,11.6m2,1990年1月
/ms/chuko/tokyo/sc_itabashi/nc_78960046/,グローリオ板橋本町,2026-01-05,7780万円,東京都板橋区本町,都営三田線「板橋本町」徒歩6分,67.64m2（壁芯）,3LDK,12.97m2,2006年2月
/ms/chuko/tokyo/sc_itabashi/nc_78759817/,クリオ上板橋グランヒルコート,2026-01-05,7980万円,東京都板橋区中台２,東武東上線「上板橋」徒歩11分,75.3m2（壁芯）,3LDK,10.19m2,2025年3月
/ms/chuko/tokyo/sc_itabashi/nc_78925251/,サンリヤン成増アーバンステージ,2026-01-05,8080万円,東京都板橋区成増２,東京メトロ有楽町線「地下鉄成増」徒歩7分,66.18m2（壁芯）,3LDK,16.93m2,2019年7月
/ms/chuko/tokyo/sc_itabashi/nc_79085773/,グローリオ志村ハウス,2026-01-05,8199万円,東京都板橋区相生町,都営三田線「志村三丁目」徒歩7分,80.68m2（壁芯）,3LDK,11.2m2,2005年2月
/ms/chuko/tokyo/sc_itabashi/nc_78987125/,コスモ小竹向原ガーデンフォルム,2026-01-05,8280万円,東京都板橋区小茂根３,東京メトロ有楽町線「小竹向原」徒歩13分,80.55m2,3LDK,4.8m2,2000年2月
/ms/chuko/tokyo/sc_itabashi/nc_79083117/,【本日、ご内覧いただけます】 クレストフォルム蓮根城…,2026-01-05,8280万円,東京都板橋区坂下１,都営三田線「志村三丁目」徒歩6分,79.48m2（壁芯）,3LDK,8.6m2,2001年4月
/ms/chuko/tokyo/sc_itabashi/nc_79020490/,グランアルト加賀 14階,2026-01-05,8490万円,東京都板橋区加賀２,都営三田線「板橋区役所前」徒歩11分,72.56m2（壁芯）,3LDK,10.23m2,2003年3月
/ms/chuko/tokyo/sc_itabashi/nc_78732846/,シティテラス加賀,2026-01-05,8998万円,東京都板橋区加賀１,都営三田線「新板橋」徒歩10分,70.12m2（壁芯）,3LDK,12.4m2,2013年10月
/ms/chuko/tokyo/sc_itabashi/nc_78414319/,大山パークハウス　スタイリッシュタワー,2026-01-05,9480万円,東京都板橋区大山西町,東武東上線「大山」徒歩5分,77.44m2（壁芯）,4LDK,19.62m2,2005年1月
/ms/chuko/tokyo/sc_itabashi/nc_78868648/,シティテラス加賀,2026-01-05,9530万円,東京都板橋区加賀１,都営三田線「板橋区役所前」徒歩9分,70.12m2（壁芯）,3LDK,12.4m2,2013年10月
/ms/chuko/tokyo/sc_itabashi/nc_79017324/,プラウドシティ加賀学園通り,2026-01-05,9890万円,東京都板橋区加賀１,ＪＲ埼京線「十条」徒歩9分,72.93m2（壁芯）,3LDK,11.4m2,2016年1月
/ms/chuko/tokyo/sc_itabashi/nc_78765522/,プラウドシティ加賀学園通り,2026-01-05,1億500万円,東京都板橋区加賀１,ＪＲ埼京線「十条」徒歩9分,80.79m2（壁芯）,3LDK+S（納戸）,12.35m2,2016年1月
/ms/chuko/tokyo/sc_itabashi/nc_78402719/,ザ・パークハウス板橋大山大楠ノ杜,2026-01-05,1億980万円,東京都板橋区大山町,東武東上線「大山」徒歩7分,77.78m2（壁芯）,3LDK,10.5m2,2023年9月
/ms/chuko/tokyo/sc_itabashi/nc_79059279/,プラウドシティ加賀学園通り,2026-01-05,1億980万円,東京都板橋区加賀１,ＪＲ埼京線「十条」徒歩9分,74.14m2（壁芯）,3LDK+S（納戸）,13.08m2,2016年1月
/ms/chuko/tokyo/sc_itabashi/nc_78682237/,プラウドシティ小竹向原 グランドコート,2026-01-05,1億2470万円,東京都板橋区小茂根１,東京メトロ有楽町線「小竹向原」徒歩5分,70.8m2（壁芯）,3LDK+S（納戸）,12.5m2,2024年5月
/ms/chuko/tokyo/sc_itabashi/nc_76340102/,プラウドシティ小竹向原 グランドコート,2026-01-05,1億4980万円,東京都板橋区小茂根１,東京メトロ有楽町線「小竹向原」徒歩5分,79.83m2（壁芯）,3LDK,13.29m2,2024年5月
/ms/chuko/tokyo/sc_itabashi/nc_78680861/,トラウム見次公園,2026-01-05,1450万円,東京都板橋区前野町４,都営三田線「志村坂上」徒歩12分,36.9m2（壁芯）,2DK,5m2,1995年2月
/ms/chuko/tokyo/sc_itabashi/nc_78971735/,第一高島平マイコーポ,2026-01-05,1480万円,東京都板橋区高島平７,都営三田線「新高島平」徒歩5分,37.8m2（壁芯）,2DK,5.4m2,1974年4月
/ms/chuko/tokyo/sc_itabashi/nc_77792335/,三田高島平第一コーポ,2026-01-05,1680万円,東京都板橋区高島平９,都営三田線「西台」徒歩8分,37.26m2（壁芯）,1DK,5.04m2,1974年3月
/ms/chuko/tokyo/sc_itabashi/nc_78913210/,キャニオンマンション第2高島平,2026-01-05,1780万円,東京都板橋区高島平９,都営三田線「高島平」徒歩6分,41.1m2,2DK,5.77m2,1976年5月
/ms/chuko/tokyo/sc_itabashi/nc_78484557/,第4高島平マイコーポ,2026-01-05,1850万円,東京都板橋区高島平９,都営三田線「西台」徒歩7分,45.9m2（登記）,3DK,52.93m2,1976年2月
/ms/chuko/tokyo/sc_itabashi/nc_77674374/,大山ダイヤモンドマンション,2026-01-05,1980万円,東京都板橋区大山金井町6-6,東武東上線「大山」徒歩9分,45.45m2（13.74坪）（壁芯）,3DK,-,1979年4月
/ms/chuko/tokyo/sc_itabashi/nc_78812023/,グリーンハイツはすね,2026-01-05,2050万円,東京都板橋区東坂下２-17-5,都営三田線「蓮根」徒歩10分,39.68m2（12.00坪）（壁芯）,1LDK,4.52m2,1975年3月
/ms/chuko/tokyo/sc_itabashi/nc_79052347/,松原マンション,2026-01-05,2180万円,東京都板橋区大谷口北町16-1,東武東上線「中板橋」徒歩10分,35.55m2（10.75坪）（壁芯）,2DK,4.05m2,1974年10月
/ms/chuko/tokyo/sc_itabashi/nc_78778433/,セ・ビアン・メゾン小茂根,2026-01-05,2230万円,東京都板橋区小茂根２,東京メトロ有楽町線「小竹向原」徒歩14分,42.84m2（12.95坪）（壁芯）,2DK,-,1984年4月
/ms/chuko/tokyo/sc_itabashi/nc_79004972/,コーラルハイツ蓮根2,2026-01-05,2380万円,東京都板橋区坂下１,都営三田線「蓮根」徒歩7分,52.79m2（壁芯）,1LDK,6.56m2,1981年11月
/ms/chuko/tokyo/sc_itabashi/nc_76741465/,コーラルハイツ蓮根Ⅱ,2026-01-05,2380万円,東京都板橋区坂下１-39-10,都営三田線「蓮根」徒歩7分,52.79m2（15.96坪）（壁芯）,1LDK,6.56m2,1981年11月
/ms/chuko/tokyo/sc_itabashi/nc_79115868/,橋本コーポラス,2026-01-05,2390万円,東京都板橋区蓮沼町,都営三田線「本蓮沼」徒歩1分,41.62m2（壁芯）,1LDK,7.5m2,1979年2月
/ms/chuko/tokyo/sc_itabashi/nc_77912091/,橋本コーポラス,2026-01-05,2390万円,東京都板橋区蓮沼町22-5,都営三田線「本蓮沼」徒歩1分,41.62m2（12.58坪）（壁芯）,1LDK,7.5m2,1979年2月
/ms/chuko/tokyo/sc_itabashi/nc_79095177/,橋本コーポラス,2026-01-05,2390万円,東京都板橋区蓮沼町22-5,都営三田線「本蓮沼」徒歩1分,41.62m2（壁芯）,1LDK,7.5m2,1979年2月
/ms/chuko/tokyo/sc_itabashi/nc_78992360/,ローヤルハイツ氷川,2026-01-05,2580万円,東京都板橋区氷川町21-2,都営三田線「板橋本町」徒歩7分,41.7m2（12.61坪）（壁芯）,1LDK,11.66m2,1980年9月
/ms/chuko/tokyo/sc_itabashi/nc_79004115/,ローヤルハイツ氷川,2026-01-05,2580万円,東京都板橋区氷川町,都営三田線「板橋本町」徒歩7分,41.7m2（壁芯）,1LDK,11.66m2,1980年9月
